date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,us_aqi,european_aqi
2025-07-01,56.55416666666667,18.183333333333334,313.2083333333333,9.041666666666666,3.2875,70.95833333333333,0.6829166666666667,87.16666666666667,0.9104166666666668,75.54166666666667,81.33333333333333
2025-07-02,44.82916666666667,22.041666666666668,327.7916666666667,10.612499999999999,3.7083333333333335,93.58333333333333,0.5175,27.375,1.9104166666666667,71.0,53.833333333333336
2025-07-03,30.474999999999998,27.40416666666667,415.0,17.479166666666668,4.691666666666666,90.0,0.56375,7.666666666666667,1.4395833333333332,81.125,59.416666666666664
2025-07-04,26.858333333333334,25.15416666666667,445.25,12.75,4.2250000000000005,101.70833333333333,0.6841666666666667,3.1666666666666665,2.06875,89.29166666666667,62.333333333333336
2025-07-05,25.762500000000003,17.39166666666667,310.25,8.020833333333334,2.954166666666667,89.125,0.6641666666666667,17.75,1.5416666666666667,70.66666666666667,49.583333333333336
2025-07-06,25.900000000000002,14.412500000000001,295.4166666666667,9.779166666666667,3.091666666666667,93.54166666666667,0.5075,26.541666666666668,2.15625,63.208333333333336,42.083333333333336
2025-07-07,94.57083333333333,21.599999999999998,378.5833333333333,12.637500000000001,3.783333333333333,75.83333333333333,0.5537500000000001,136.75,1.5729166666666667,67.08333333333333,69.33333333333333
2025-07-08,66.95,20.8125,249.125,10.4,3.375,83.16666666666667,0.4679166666666667,74.04166666666667,2.2416666666666667,67.16666666666667,65.375
2025-07-09,70.66250000000001,24.15416666666667,258.25,10.133333333333333,3.404166666666667,77.83333333333333,0.5816666666666667,75.91666666666667,1.7208333333333332,72.79166666666667,68.54166666666667
2025-07-10,61.59166666666667,32.795833333333334,426.5416666666667,13.454166666666666,4.279166666666667,67.125,0.7108333333333333,57.166666666666664,0.9750000000000001,82.08333333333333,64.91666666666667
2025-07-11,118.8875,40.55833333333333,321.2083333333333,16.8125,4.5375000000000005,61.333333333333336,0.765,153.0,1.0875,104.91666666666667,73.41666666666667
2025-07-12,114.41666666666667,39.69166666666667,319.2916666666667,14.525,4.541666666666667,75.29166666666667,0.7670833333333333,149.58333333333334,1.0166666666666666,106.33333333333333,89.375
2025-07-13,61.041666666666664,37.11666666666667,413.5416666666667,21.61666666666667,5.945833333333333,79.5,0.6954166666666667,50.666666666666664,1.0895833333333333,123.20833333333333,81.20833333333333
2025-07-14,26.354166666666668,20.058333333333334,400.5833333333333,13.120833333333335,4.533333333333333,86.91666666666667,0.53625,9.583333333333334,0.9854166666666666,77.79166666666667,54.583333333333336
2025-07-15,120.12916666666666,33.416666666666664,331.625,10.904166666666667,4.2749999999999995,89.83333333333333,0.5166666666666667,215.25,1.5895833333333333,74.16666666666667,55.833333333333336
2025-07-16,205.74166666666667,52.7875,334.25,12.104166666666666,4.75,82.79166666666667,0.8145833333333333,329.6666666666667,1.8270833333333334,130.70833333333334,116.75
2025-07-17,116.3875,40.19583333333333,415.7083333333333,13.433333333333332,3.841666666666667,72.875,0.7758333333333334,151.125,0.8083333333333332,126.66666666666667,103.79166666666667
2025-07-18,42.770833333333336,27.224999999999998,329.5416666666667,12.416666666666666,5.054166666666666,88.20833333333333,0.715,29.208333333333332,0.7395833333333334,95.54166666666667,70.54166666666667
2025-07-19,107.63333333333333,19.333333333333332,251.08333333333334,6.645833333333333,3.1999999999999997,72.0,0.2608333333333333,172.95833333333334,1.7479166666666668,65.5,47.208333333333336
2025-07-20,194.96666666666667,35.99583333333333,278.0833333333333,11.870833333333332,4.133333333333334,67.45833333333333,0.4608333333333334,348.25,1.5854166666666665,121.91666666666667,119.45833333333333
2025-07-21,62.92083333333333,26.804166666666664,361.9583333333333,17.9875,5.875,68.375,0.4808333333333333,75.79166666666667,1.2625,96.08333333333333,89.08333333333333
2025-07-22,31.849999999999998,22.34166666666667,284.6666666666667,17.6375,3.783333333333333,57.041666666666664,0.4791666666666667,18.791666666666668,1.0291666666666666,75.79166666666667,55.583333333333336
2025-07-23,65.09583333333333,26.325,264.8333333333333,12.066666666666668,3.579166666666667,58.958333333333336,0.5833333333333334,63.416666666666664,1.3666666666666665,74.91666666666667,53.958333333333336
2025-07-24,52.37083333333334,23.479166666666668,229.16666666666666,12.416666666666666,3.3874999999999997,59.791666666666664,0.5966666666666667,55.25,1.4749999999999999,75.54166666666667,62.333333333333336
2025-07-25,244.60416666666666,43.45416666666667,314.2916666666667,10.104166666666666,3.1666666666666665,69.25,0.6516666666666667,364.5833333333333,2.1625,106.54166666666667,102.0
2025-07-26,82.52916666666667,28.041666666666668,380.2916666666667,11.012500000000001,3.1791666666666667,76.08333333333333,0.5470833333333334,104.33333333333333,1.5083333333333335,108.91666666666667,104.375
2025-07-27,72.7375,33.0875,466.375,13.408333333333333,5.554166666666667,86.70833333333333,0.6979166666666666,110.0,1.3958333333333333,88.91666666666667,69.79166666666667
2025-07-28,65.12916666666666,35.333333333333336,307.0416666666667,14.924999999999999,4.4624999999999995,76.375,0.8416666666666667,56.333333333333336,1.0145833333333334,100.0,69.0
2025-07-29,50.94583333333333,23.229166666666668,311.6666666666667,11.816666666666668,3.2875,66.41666666666667,0.7525,52.833333333333336,1.1041666666666667,83.04166666666667,62.291666666666664
2025-07-30,72.34166666666667,27.72083333333333,293.7083333333333,14.070833333333333,3.725,54.5,0.7000000000000001,87.66666666666667,0.71875,81.95833333333333,65.45833333333333
2025-07-31,40.24583333333333,17.754166666666666,236.29166666666666,10.379166666666666,3.483333333333333,53.25,0.46416666666666667,42.416666666666664,0.5833333333333334,73.125,58.416666666666664
2025-08-01,37.28333333333333,18.741666666666667,224.33333333333334,10.174999999999999,3.0124999999999997,61.5,0.5133333333333333,36.291666666666664,1.5854166666666665,61.416666666666664,38.0
2025-08-02,134.47916666666666,34.99583333333333,240.125,11.854166666666666,3.4291666666666667,62.375,0.5804166666666667,164.875,2.247916666666667,79.0,63.041666666666664
2025-08-03,130.23749999999998,32.733333333333334,299.2916666666667,10.908333333333333,3.216666666666667,65.29166666666667,0.5341666666666667,184.08333333333334,2.0229166666666667,101.66666666666667,99.75
2025-08-04,282.57916666666665,45.39166666666667,227.83333333333334,10.916666666666666,3.775,59.25,0.45166666666666666,455.5416666666667,1.20625,129.54166666666666,124.95833333333333
2025-08-05,136.04999999999998,27.641666666666666,216.0,10.354166666666666,3.4458333333333333,62.166666666666664,0.45249999999999996,220.41666666666666,1.51875,137.45833333333334,131.91666666666666
2025-08-06,86.0,23.679166666666664,229.33333333333334,11.116666666666667,3.1374999999999997,61.25,0.48625,134.16666666666666,1.9520833333333334,70.25,66.16666666666667
2025-08-07,232.35,40.06666666666667,221.5,10.049999999999999,3.275,64.75,0.47208333333333335,368.4166666666667,2.122916666666667,102.25,102.54166666666667
2025-08-08,224.34583333333333,40.525,257.5416666666667,12.858333333333334,3.6041666666666665,61.541666666666664,0.4354166666666666,374.75,2.091666666666667,152.45833333333334,144.0
2025-08-09,200.59583333333333,40.954166666666666,311.0,16.474999999999998,4.116666666666666,59.666666666666664,0.5470833333333334,307.625,1.5916666666666668,123.45833333333333,120.875
2025-08-10,128.39166666666668,34.454166666666666,298.9583333333333,18.575,4.3125,60.625,0.49041666666666667,187.58333333333334,1.89375,102.91666666666667,95.41666666666667
2025-08-11,112.47500000000001,31.004166666666666,255.58333333333334,16.554166666666667,4.354166666666667,58.75,0.5329166666666666,168.58333333333334,1.75,102.79166666666667,96.625
2025-08-12,172.45000000000002,31.520833333333332,214.125,10.933333333333332,3.2458333333333336,57.791666666666664,0.41291666666666665,267.625,2.0375,98.08333333333333,99.08333333333333
2025-08-13,107.8,27.141666666666666,256.3333333333333,14.341666666666667,3.6666666666666665,55.083333333333336,0.44333333333333336,152.0,2.0229166666666667,95.54166666666667,97.95833333333333
